Section	Key	English	Amharic	Oromo	Tigrinya	Somali
landing	landing.nav.about	About	ስለ እኛ	Waa'ee	ብዛዕባና	Ku saabsan
landing	landing.hero.badge	The #1 project management platform built for Ethiopia	ለኢትዮጵያ የተገነባ #1 የፕሮጀክት አስተዳደር መድረክ	Waltajjii bulchiinsa pirojektii #1 Itoophiyaaf ijaarame	ንኢትዮጵያ ዝተሃንጸ #1 ናይ ፕሮጀክት ኣመሓዳድራ ፕላትፎርም	Barnaamijka #1 ee maaraynta mashruuca ee Itoobiya loo dhisay
landing	landing.hero.headingPrefix	One platform to	አንድ መድረክ ለ	Waltajjii tokko	ንኹሉ ሓደ ፕላትፎርም	Hal barnaamij oo
landing	landing.hero.words.shipFaster	ship faster	ፈጣን ማቅረብ	dafqaan raawwachuuf	ብቕልጡፍ ኣብጽሕ	degdeg u gudbiyo
landing	landing.hero.words.trackBudgets	track budgets	በጀት መከታተል	baajeta hordofuuf	በጀት ተኸታተል	miisaaniyada raadraaco
landing	landing.hero.words.planSprints	plan sprints	ስፕሪንት ማቀድ	spiriintii karoorsuuf	ስፕሪንት ውጠን	sprint-yada qorsheyo
landing	landing.hero.words.collaborate	collaborate	መተባበር	waliin hojjechuuf	ተሓባበር	iskaashato
landing	landing.hero.getStartedFree	Get started — it's free	ጀምር — ነጻ ነው	Jalqabi — bilisa	ጀምር — ነጻ እዩ	Bilow — waa bilaash
landing	landing.hero.watchDemo	Watch demo	ማሳያ ይመልከቱ	Demoo ilaali	ደሞ ርአ	Muuqaalka daawo
landing	landing.hero.freeForever	Free forever for small teams	ለትንንሽ ቡድኖች ዘወትር ነጻ	Garee xixiqqaaf yeroo hundaa bilisa	ንንኣሽቱ ጋንታታት ንዘለኣለም ነጻ	Bilaash weligeed kooxaha yaryar
landing	landing.hero.noCreditCard	No credit card required	ክሬዲት ካርድ አያስፈልግም	Kaardii kirediitiif hin barbaachisu	ክረዲት ካርድ ኣየድልን	Kaadh lacag bixin loo baahna
landing	landing.hero.setupMinutes	Setup in 2 minutes	በ2 ደቂቃ ውስጥ ያዋቅሩ	Daqiiqaa 2n qindeessi	ኣብ 2 ደቓይቕ ኣዋድድ	Dejin 2 daqiiqo gudahood
landing	landing.trustedBy	Trusted by teams across Ethiopia	በኢትዮጵያ ውስጥ ባሉ ቡድኖች የታመነ	Gareeleen Itoophiyaa guutuu keessaa nu amanatu	ኣብ መላእ ኢትዮጵያ ብጋንታታት ዝተኣመነ	Waxaa ku kalsoonaadeen kooxaha Itoobiya oo dhan
landing	landing.whyOnekof.label	Why Onekof	ለምን Onekof	Maaliif Onekof	ስለምንታይ Onekof	Maxaa Onekof
landing	landing.whyOnekof.heading1	Foreign tools weren't built for you.	የውጭ መሣሪያዎች ለእርስዎ አልተሠሩም።	Meeshaaleen biyya alaa siif hin ijaaramne.	ናይ ደገ መሳርሒታት ንዓኻ ኣይተሃንጹን።	Qalabka ajnabiga ah adiga laguu dhisin.
landing	landing.whyOnekof.heading2	We are.	እኛ ግን ተሠራን።	Nuti siif ijaarre.	ንሕና ግን ሃኒጽናዮ።	Annaga ayaa ku dhisnay.
landing	landing.whyOnekof.subtitle	Jira doesn't know about Pagume. Asana doesn't speak Amharic. Trello can't track ETB. Onekof does all of this — and more.	Jira ስለ ጳጉሜ አያውቅም። Asana አማርኛ አይናገርም። Trello ብር መከታተል አይችልም። Onekof ይህን ሁሉ — እና ከዚያ በላይ ያደርጋል።	Jira waa'ee Phagumee hin beeku. Asana Amaariffaa hin dubbatu. Trello ETB hordofuu hin danda'u. Onekof kana hundaa — fi kanaa ol ni godha.	Jira ብዛዕባ ጳጉሜ ኣይፈልጥን። Asana ኣማርኛ ኣይዛረብን። Trello ብር ክትትል ኣይክእልን። Onekof ንዚ ኩሉ ይገብሮ — ምስ ተወሳኺ።	Jira kama aqoonsana Bagumeeta. Asana kuma hadli karto Amxaarik. Trello raadraaci kari maayo Birr. Onekof dhammaantaas wuu qaban karaa — iyo wax ka badan.
landing	landing.whyOnekof.ethiopianCalendar	Ethiopian Calendar	የኢትዮጵያ ቀን መቁጠሪያ	Kaalaandarii Itoophiyaa	ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ	Kalandarka Itoobiya
landing	landing.whyOnekof.ethiopianCalendarDesc	Native 13-month calendar with holidays, Amharic month names, and sprint planning.	ባለ 13-ወር ቀን መቁጠሪያ ከበዓላት፣ ከአማርኛ ወር ስሞች እና ከስፕሪንት ዕቅድ ጋር።	Kaalaandarii ji'a 13 ummamaa ayyaanota, maqaa ji'a Amaariffaa, fi karoorsuu spiriintii waliin.	ዕድሜ 13 ወርሒ ዓውደ-ኣዋርሕ ምስ በዓላት፣ ናይ ኣማርኛ ስም ኣዋርሕ ን ናይ ስፕሪንት ውጥን።	Kalandar dhalashada ah oo 13 bilood leh oo leh maalmaha fasaxa, magacyada bilaha Amxaariga, iyo qorshaynta sprint-ka.
landing	landing.whyOnekof.fourLanguages	4 Languages Built In	4 ቋንቋዎች ተካትተዋል	Afaan 4 Keessatti Ijaarame	4 ቋንቋታት ዝተሃንጸ	4 Luuqadood oo Ku Dhisan
landing	landing.whyOnekof.fourLanguagesDesc	Amharic, Afaan Oromoo, Tigrinya, and English. Human-translated, not machine-generated.	አማርኛ፣ አፋን ኦሮሞ፣ ትግርኛ እና እንግሊዝኛ። በሰው የተተረጎመ፣ በማሽን ያልተፈጠረ።	Amaariffaa, Afaan Oromoo, Tigriinyaa, fi Ingiliffaa. Namaan hiikame, maashiniin miti.	ኣማርኛ፣ ኣፋን ኦሮሞ፣ ትግርኛ ን እንግሊዝኛ። ብሰብ ዝተተርጎመ፣ ብማሽን ዘይተፈጥረ።	Amxaarik, Afaan Oromoo, Tigrinya, iyo Ingiriisi. Aadanaha ayaa tarjumay, mashiinku ma sameynin.
landing	landing.whyOnekof.etbBudgetTracking	ETB Budget Tracking	የብር በጀት ክትትል	Hordoffii Baajeta Birriin	ናይ ብር በጀት ክትትል	Raadraacinta Miisaaniyada ETB
landing	landing.whyOnekof.etbBudgetTrackingDesc	Track every Birr. Create budgets, approve expenses, and generate financial reports.	እያንዳንዱን ብር ይከታተሉ። በጀት ይፍጠሩ፣ ወጪዎችን ያጽድቁ እና የፋይናንስ ሪፖርቶችን ያመንጩ።	Birrii hundaa hordofi. Baajeta uumi, ba'iiwwan hayyami, gabaasa maallaqaa maddisiisi.	ነፍሲ ወከፍ ብር ተኸታተል። በጀታት ፍጠር፣ ወጻኢታት ኣጽድቕ፣ ናይ ፋይናንስ ጸብጻብ ኣውጽእ።	Birr kasta raadraac. Miisaaniyado samee, kharashyada ansiixi, oo warbixinno dhaqaale soo saar.
landing	landing.whyOnekof.aiDocProcessor	AI Document Processor	AI ሰነድ ማስተናገጃ	Pirosesarii Dokumantii AI	AI ናይ ሰነድ ማስተናገዲ	Qalabka AI ee Dukumentiyada
landing	landing.whyOnekof.aiDocProcessorDesc	Upload contracts & proposals. AI extracts deadlines, flags risks, links to tasks.	ውሎችን እና ሃሳቦችን ይስቀሉ። AI የመጨረሻ ቀኖችን ያወጣል፣ አደጋዎችን ያመለክታል፣ ከተግባራት ጋር ያገናኛል።	Kontiraatota fi yaadota ol kaa'i. AI beellama baasa, balaa adda baasa, hojiiwwanitti walqabsiisa.	ውዕላት ን ወፍርታት ጸዓን። AI ናይ ምውዳእ ግዜ ይመንጥል፣ ሓደጋታት ይልልን ምስ ተግባራት ይኣሳስርን።	Qandaraasyo & soo jeedimo soo rar. AI wuxuu soo saaraa wakhtiyada, khataraha calaamadeeyaa, hawlaha ku xidhaa.
landing	landing.whyOnekof.customWorkflows	Custom Workflows	ብጁ የሥራ ፍሰቶች	Adeemsa Hojii Maamila	ብሕታዊ ናይ ስራሕ ፍሰት	Socodka shaqo ee la habeyn karo
landing	landing.whyOnekof.customWorkflowsDesc	Automation builder for Ethiopian organizations — government, private, NGO, construction.	ለኢትዮጵያ ድርጅቶች የአውቶሜሽን ገንቢ — መንግሥት፣ የግል፣ NGO፣ ግንባታ።	Ijaarsaa ofumaan hojjechuu dhaabbilee Itoophiyaaf — mootummaa, dhuunfaa, NGO, ijaarsaa.	ንኢትዮጵያ ትካላት ናይ ኦቶመይሽን ሃናጺ — መንግስቲ፣ ውልቃዊ፣ ዘይ-መንግስታዊ ትካል፣ ህንጻ።	Dhisaha otomaatikga ee hay'adaha Itoobiya — dawlad, gaarka ah, hay'adaha aan-dawliga ahayn, dhismo.
landing	landing.whyOnekof.enterpriseSecurity	Enterprise Security	የኢንተርፕራይዝ ደህንነት	Nageenya Intarpiraayizii	ናይ ኢንተርፕራይዝ ድሕነት	Amniga ganacsiga weyn
landing	landing.whyOnekof.enterpriseSecurityDesc	RBAC, 2FA, audit logs, session management, and SOC 2 ready infrastructure.	RBAC፣ 2FA፣ የኦዲት ምዝግብ ማስታወሻዎች፣ የክፍለ ጊዜ አስተዳደር እና SOC 2 ዝግጁ መሠረተ ልማት።	RBAC, 2FA, galmee odiitii, bulchiinsa seeshiinii, fi bu'uura misoomaa SOC 2 qophaa'e.	RBAC፣ 2FA፣ ናይ ኦዲት ዝርዝር፣ ናይ ሰሽን ኣመሓዳድራ ን SOC 2 ድሉው መሰረት ልማዕ።	RBAC, 2FA, diiwaanka hubinta, maaraynta fadhiga, iyo kaabayaasha SOC 2 diyaar ah.
landing	landing.showcase.label	Product	ምርት	Oomisha	ፍርያት	Badeecadda
landing	landing.showcase.heading	See the real Onekof experience	እውነተኛውን የOnekof ተሞክሮ ይመልከቱ	Muuxannoo Onekof dhugaa ilaali	ሓቀኛ ናይ Onekof ተመኩሮ ርአ	Arag waayo-aragnimada dhabta ah ee Onekof
landing	landing.showcase.subtitle	Not mockups — these are real features powering Ethiopian teams today.	ሞክ-አፖች ሳይሆኑ — እነዚህ ዛሬ የኢትዮጵያ ቡድኖችን የሚያንቀሳቅሱ እውነተኛ ባህሪያት ናቸው።	Fakkeenyota miti — amaloota dhugaa gareelee Itoophiyaa har'a tajaajilaa jiraniidha.	ሞክኣፕ ኣይኮኑን — እዚኣቶም ሕጂ ንኢትዮጵያ ጋንታታት ዘገልግሉ ሓቀኛ ባህርያት እዮም።	Muuqaallo ma aha — kuwani waa astaamaha dhabta ah ee kooxaha Itoobiya u shaqaynaya maanta.
landing	landing.showcase.tryItFree	Try it free	ነጻ ይሞክሩት	Bilisaan yaali	ብነጻ ፈትኖ	Si bilaash ah tijaabi
landing	landing.showcase.budget.label	Budget Builder	የበጀት ገንቢ	Ijaarsaa Baajetaa	ናይ በጀት ሃናጺ	Dhisaha Miisaaniyada
landing	landing.showcase.budget.tagline	ETB-native financial tracking	ለብር የተዘጋጀ የፋይናንስ ክትትል	Hordoffii maallaqaa ETB-n	ብብር ዝተሃንጸ ናይ ፋይናንስ ክትትል	Raadraacinta dhaqaalaha Birr
landing	landing.showcase.budget.title	All-in-one Budget Builder	ሁሉ-በ-አንድ የበጀት ገንቢ	Ijaarsaa Baajetaa Waan-Hundee	ኩሉ-ኣብ-ሓደ ናይ በጀት ሃናጺ	Dhisaha Miisaaniyada oo Dhammaystiran
landing	landing.showcase.budget.desc	Track every Birr across projects. Create budgets, manage expenses, approve payments, and generate financial reports — all natively in Ethiopian Birr.	በፕሮጀክቶች ውስጥ እያንዳንዱን ብር ይከታተሉ። በጀት ይፍጠሩ፣ ወጪዎችን ያስተዳድሩ፣ ክፍያዎችን ያጽድቁ እና የፋይናንስ ሪፖርቶችን ያመንጩ — ሁሉም በኢትዮጵያ ብር።	Birrii hundaa pirojektota gidduu hordofi. Baajeta uumi, ba'iiwwan bulchi, kaffaltii hayyami, gabaasa maallaqaa maddisiisi — hunduu Birriin Itoophiyaatiin.	ኣብ ፕሮጀክትታት ነፍሲ ወከፍ ብር ተኸታተል። በጀታት ፍጠር፣ ወጻኢታት ኣመሓድር፣ ክፍሊታት ኣጽድቕ ን ናይ ፋይናንስ ጸብጻብ ኣውጽእ — ኩሉ ብቐጥታ ብኢትዮጵያ ብር።	Birr kasta raadraac mashruucyada oo dhan. Miisaaniyado samee, kharashyo maamul, lacag bixinno ansiixi, oo warbixinno dhaqaale soo saar — dhammaan oo ku jira Birr Itoobiya.
landing	landing.showcase.budget.feature1	Create & track budgets in ETB	በETB በጀት ይፍጠሩ እና ይከታተሉ	Baajeta ETB-n uumii hordofi	በጀታት ብETB ፍጠር ን ተኸታተል	Miisaaniyado ETB ku samee & raadraac
landing	landing.showcase.budget.feature2	Expense approvals with role-based workflow	በሚና ላይ የተመሰረተ የወጪ ፈቃድ	Hayyama ba'ii adeemsa hojii gahee irratti hundaa'een	ብተራ ዝተመስረተ ናይ ወጻኢ ምጽዳቕ ፍሰት	Ansixinta kharashka oo door-ku-salaysan
landing	landing.showcase.budget.feature3	Real-time spending vs. budget comparison	ቅጽበታዊ ወጪ ከበጀት ጋር ንጽጽር	Madaallii ba'ii fi baajetaa yeroo qabatamaa	ቅጽበታዊ ናይ ወጻኢ ምስ በጀት ምንጽጻር	Isbarbardhigga kharashka iyo miisaaniyada waqtiga dhabta ah
landing	landing.showcase.budget.feature4	Export financial reports for stakeholders	ለባለድርሻ አካላት የፋይናንስ ሪፖርቶች ላክ	Gabaasa maallaqaa qooda fudhattoottaaf ergi	ንባዓል-ድርሻ ናይ ፋይናንስ ጸብጻብ ስደድ	Warbixinno dhaqaale u dhoofso daneeyayaasha
landing	landing.showcase.aiDocs.label	AI Documents	AI ሰነዶች	Dokumantoota AI	AI ሰነዳት	Dukumentiyada AI
landing	landing.showcase.aiDocs.tagline	Intelligent document processing	ብልህ ሰነድ ማስተናገድ	Gaggeessuu dokumantii ogummaan	ብልሒ ዘለዎ ናይ ሰነድ ምስራሕ	Habka dukumentiyada caqliga leh
landing	landing.showcase.aiDocs.title	AI-Powered Document Processor	AI-የተጎለበተ ሰነድ ማስተናገጃ	Pirosesarii Dokumantii AI-n Deeggarame	ብAI ዝተሓየለ ናይ ሰነድ ማስተናገዲ	Qalabka Dukumentiyada ee AI ku Shaqeeya
landing	landing.showcase.aiDocs.desc	Upload contracts, proposals, or reports and let AI extract key data, summarize content, flag risks, and auto-link to relevant project tasks.	ውሎችን፣ ሃሳቦችን ወይም ሪፖርቶችን ይስቀሉ — AI ቁልፍ ዳታ ያወጣል፣ ይዘትን ያጠቃልላል፣ አደጋዎችን ያመለክታል እና ከፕሮጀክት ተግባራት ጋር ያገናኛል።	Kontiraatota, yaadota, ykn gabaasaalee olkaa'ii AI daataa ijoo akka baasu, qabiyyee akka cuunfu, balaa akka adda baasu, fi hojiiwwan pirojektiitti ofumaan akka walqabsiisu hayyami.	ውዕላት፣ ወፍርታት ወይ ጸብጻባት ጸዓን። AI ቀንዲ ዳታ ይመንጥል፣ ትሕዝቶ ይጽሟቕ፣ ሓደጋታት ይልልን ምስ ናይ ፕሮጀክት ተግባራት ብቐጥታ ይኣሳስርን።	Qandaraasyo, soo jeedimo, ama warbixinno soo rar oo u daa AI inuu xog muhiim ah soo saaro, qoraalka soo koobo, khataraha calaamadeeyo, oo hawlaha mashruuca si toos ah ugu xidho.
landing	landing.showcase.aiDocs.feature1	Auto-extract key terms & deadlines	ቁልፍ ውሎችን እና የመጨረሻ ቀኖችን ራስ-ሰር ያወጣል	Haaloota ijoo fi beellamota ofumaan baasi	ቀንዲ ቃላትን ናይ ምውዳእ ግዜን ብቐጥታ ምንጣል	Soo-saarida tooska ah ee shuruudaha & wakhtiyada
landing	landing.showcase.aiDocs.feature2	Summarize lengthy documents in seconds	ረዥም ሰነዶችን በሰከንዶች ውስጥ ያጠቃልላል	Dokumantoota dheeraa sekoondii keessatti cuunfi	ነዊሕ ሰነዳት ኣብ ካልኢታት ምጽሟቕ	Dukumentiyada dhaadheer daqiiqado gudahood soo koobi
landing	landing.showcase.aiDocs.feature3	Flag contractual risks & obligations	የውል አደጋዎችን እና ግዴታዎችን ያመለክታል	Balaa fi dirqama kontiraataa adda baasi	ናይ ውዕል ሓደጋታትን ግዴታታትን ምልላይ	Khataraha qandaraaska & waajibaadka calaamadee
landing	landing.showcase.aiDocs.feature4	Auto-link documents to project tasks	ሰነዶችን ከፕሮጀክት ተግባራት ጋር ራስ-ሰር ያገናኛል	Dokumantoota hojiiwwan pirojektiitti ofumaan walqabsiisi	ሰነዳት ምስ ናይ ፕሮጀክት ተግባራት ብቐጥታ ምትእስሳር	Si toos ah dukumentiyada hawlaha mashruuca ku xidh
landing	landing.showcase.calendar.label	Ethiopian Calendar	የኢትዮጵያ ቀን መቁጠሪያ	Kaalaandarii Itoophiyaa	ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ	Kalandarka Itoobiya
landing	landing.showcase.calendar.tagline	Plan in your own calendar	በራስዎ ቀን መቁጠሪያ ያቅዱ	Kaalaandarii keetiin karoorsii	ብናትካ ዓውደ-ኣዋርሕ ውጠን	Kalandarkaaga ku qorshee
landing	landing.showcase.calendar.title	Native Ethiopian Calendar	ባለ 13-ወር የኢትዮጵያ ቀን መቁጠሪያ	Kaalaandarii Itoophiyaa Ummamaa	ዕድሜ ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ	Kalandarka Itoobiya ee Dhalashada
landing	landing.showcase.calendar.desc	The only project management tool with a true Ethiopian calendar. Plan sprints in Meskerem, set deadlines in Pagume, track holidays, and toggle Gregorian seamlessly.	እውነተኛ የኢትዮጵያ ቀን መቁጠሪያ ያለው ብቸኛ የፕሮጀክት አስተዳደር መሣሪያ። በመስከረም ስፕሪንት ያቅዱ፣ በጳጉሜ የመጨረሻ ቀኖች ያስቀምጡ፣ በዓላትን ይከታተሉ እና ግሪጎሪያንን በቀላሉ ይቀያይሩ።	Meeshaa bulchiinsa pirojektii kaalaandarii Itoophiyaa dhugaa qabu tokkichi. Spiriintii Maskeremiin karoorsii, beellama Phagumeetti qindeessii, ayyaanota hordofii, Giriigooriyaanii gara Itoophiyaa salphaatti jijjiiri.	ሓቀኛ ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ ዘለዎ ብዘየ ካልእ ናይ ፕሮጀክት ኣመሓዳድራ መሳርሒ። ኣብ መስከረም ስፕሪንት ውጠን፣ ኣብ ጳጉሜ ናይ ምውዳእ ዕለት ኣቐምጥ፣ በዓላት ተኸታተል ን ናብ ጎርጎርያዊ ብቐሊሉ ቀይር።	Barnaamijka kaliya ee maaraynta mashruuca oo leh kalandar dhabta ah oo Itoobiya. Sprint-yada Meskeram ku qorshee, wakhtiyada Bagumeeta ku deji, maalmaha fasaxa raadraac, oo si sahlan ugu bedel Gireegoriyan.
landing	landing.showcase.calendar.feature1	Full 13-month Ethiopian calendar	ሙሉ ባለ 13-ወር የኢትዮጵያ ቀን መቁጠሪያ	Kaalaandarii Itoophiyaa ji'a 13 guutuu	ምሉእ 13-ወርሒ ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ	Kalandarka Itoobiya oo dhammaystiran ee 13 bilood
landing	landing.showcase.calendar.feature2	Holiday markers & cultural events	የበዓል ምልክቶች እና ባህላዊ ክስተቶች	Mallattoo ayyaanotaa fi taateewwan aadaa	ናይ በዓላትን ባህላዊ ፍጻመታትን ምልክታ	Calaamadaha fasaxa & dhacdooyinka dhaqanka
landing	landing.showcase.calendar.feature3	Sprint planning with Ethiopian dates	በኢትዮጵያ ቀኖች የስፕሪንት ዕቅድ	Karoorsuu spiriintii guyyaa Itoophiyaatiin	ብናይ ኢትዮጵያ ዕለታት ናይ ስፕሪንት ውጥን	Qorshaynta sprint-ka oo taariikhaha Itoobiya ku salaysan
